t,f
5.092,-34.7
5.092,-37.9
5.092,-42.9
5.092,-46.0
5.092,-49.1
5.092,-55.1
5.092,-56.7
5.108,-62.3
5.108,-65.0
5.108,-69.0
5.108,-71.5
5.108,-76.2
5.108,-78.4
5.108,-81.7
5.108,-83.7
5.108,-86.5
5.108,-89.8
5.123,-91.3
5.123,-93.4
5.123,-94.6
5.139,-99.8
5.139,-99.6
5.139,-98.9
5.139,-98.4
5.139,-96.8
5.139,-96.4
5.139,-94.2
5.139,-93.0
5.139,-91.7
5.139,-89.4
5.155,-84.2
5.155,-83.1
5.155,-79.0
5.155,-76.8
5.155,-73.3
5.155,-70.8
5.155,-65.7
5.155,-61.5
5.155,-58.8
5.155,-53.0
5.17,-45.2
5.17,-42.0
5.17,-35.6
5.17,-33.8
5.17,-27.1
5.17,-23.7
5.17,-20.3
5.17,-15.0
5.17,-11.5
5.186,-4.5
5.186,-2.6
5.186,4.4
5.186,7.9
5.186,11.4
5.186,16.8
5.186,20.2
5.186,27.0
5.186,28.8
5.186,35.5
5.186,38.7
5.201,46.8
5.201,49.8
5.201,55.8
5.201,60.2
5.201,65.6
5.201,68.2
5.201,72.1
5.201,74.5
5.201,79.0
5.217,80.2
5.201,46.8
5.201,49.8
5.201,55.8
5.201,60.2
5.201,65.6
5.201,68.2
5.201,72.1
5.201,74.5
5.201,79.0
5.217,80.2
5.217,82.2
5.217,86.0
5.217,87.7
5.217,90.2
5.217,91.6
5.217,94.2
5.217,94.8
5.217,96.8
5.217,97.6
5.217,98.7
5.248,91.3
5.248,89.8
5.248,87.3
5.248,85.6
5.248,81.8
5.248,80.6
5.248,76.3
5.248,74.0
5.248,71.6
5.248,67.7
5.264,58.0
5.264,52.2
5.264,49.2
5.264,44.4
5.264,41.2
5.264,38.0
5.264,31.5
5.264,29.6
5.264,22.9
5.28,10.6
5.28,3.6
5.28,0.2
5.28,-1.8
5.28,-8.8
5.28,-12.2
5.28,-21.0
5.28,-24.5
5.295,-31.2
5.295,-33.0
5.295,-42.7
5.295,-45.8
5.295,-50.6
5.295,-53.6
5.295,-59.4
5.295,-60.9
5.295,-66.3
5.295,-68.9
5.311,-72.7
5.311,-75.1
5.311,-77.3
5.311,-81.6
5.311,-82.7
5.311,-86.4
5.311,-88.1
5.311,-90.6
5.311,-92.0
5.311,-94.5
5.311,-95.6
5.326,-97.8
5.326,-98.5
5.326,-99.3
5.326,-99.6
5.326,-100.0
5.326,-99.9
5.326,-99.4
5.326,-99.0
5.326,-98.0
5.342,-97.3
5.342,-93.6
5.342,-91.0
5.342,-89.5
5.342,-86.9
5.342,-85.1
5.342,-81.2
5.342,-79.2
5.358,-75.7
5.358,-73.4
5.358,-71.0
5.358,-67.0
5.358,-64.4
5.358,-58.9
5.358,-56.0
5.358,-51.5
5.358,-48.4
5.358,-42.2
5.373,-40.4
5.373,-37.2
5.373,-27.3
5.373,-18.6
5.373,-15.1
5.373,-9.8
5.373,-6.3
5.373,0.7
5.373,4.2
5.373,6.2
5.389,13.1
5.389,16.6
5.389,25.3
5.389,32.0
5.389,35.3
5.389,37.1
5.389,43.5
5.389,46.6
5.389,51.4
5.389,54.3
5.405,60.1
5.389,21.9
5.389,25.3
5.389,32.0
5.389,35.3
5.389,37.1
5.389,43.5
5.389,46.6
5.389,51.4
5.389,54.3
5.405,60.1
5.405,62.8
5.405,67.0
5.405,69.5
5.405,72.0
5.405,75.6
5.405,77.9
5.405,82.1
5.405,84.0
5.405,86.8
5.405,88.5
5.436,98.8
5.436,98.2
5.436,97.1
5.436,96.2
5.436,94.0
5.436,92.8
5.436,90.6
5.436,89.1
5.436,85.7
5.451,84.7
5.451,78.6
5.451,76.4
5.451,72.8
5.451,70.4
5.451,65.2
5.451,63.7
5.451,55.3
5.451,52.4
5.467,50.7
5.467,44.6
5.467,41.4
5.467,36.4
5.467,33.1
5.467,26.4
5.467,23.0
5.467,21.2
5.467,14.3
5.467,10.8
5.467,5.4
5.483,1.9
5.483,-8.6
5.483,-10.5
5.483,-17.4
5.483,-20.9
5.483,-26.2
5.483,-29.5
5.483,-36.1
5.483,-39.4
5.483,-44.3
5.498,-53.4
5.498,-55.1
5.498,-58.0
5.498,-66.2
5.498,-67.6
5.498,-72.6
5.498,-75.0
5.498,-78.4
5.498,-80.6
5.514,-84.5
5.498,-53.4
5.498,-55.1
5.498,-58.0
5.498,-66.2
5.498,-67.6
5.498,-72.6
5.498,-75.0
5.498,-78.4
5.498,-80.6
5.514,-84.5
5.514,-86.3
5.514,-88.9
5.514,-90.5
5.514,-91.9
5.514,-93.9
5.514,-95.1
5.514,-97.0
5.514,-97.8
5.514,-98.8
5.529,-99.3
5.529,-99.9
5.529,-100.0
5.529,-99.9
5.529,-99.7
5.529,-99.4
5.529,-98.7
5.529,-98.1
5.529,-96.4
5.529,-95.9
5.545,-93.7
5.545,-92.4
5.545,-90.2
5.545,-87.0
5.545,-85.2
5.545,-82.2
5.545,-80.2
5.545,-75.8
5.545,-73.5
5.561,-69.7
5.561,-67.2
5.576,-13.4
5.576,-9.9
5.576,-3.0
5.576,-1.0
5.576,6.0
5.576,9.5
5.576,12.9
5.576,18.3
5.576,21.7
5.576,30.3
5.576,-9.9
5.576,-3.0
5.576,-1.0
5.576,6.0
5.576,9.5
5.576,12.9
5.576,18.3
5.576,21.7
5.576,30.3
5.592,33.7
5.592,40.2
5.592,43.3
5.592,48.2
5.592,51.2
5.592,54.2
5.592,58.7
5.592,61.4
5.592,66.8
5.592,69.4
5.592,73.2
5.623,98.9
5.623,99.4
5.623,99.7
5.623,100.0
5.623,100.0
5.623,99.3
5.623,98.8
5.623,97.9
5.639,97.1
5.623,98.9
5.623,99.4
5.623,99.7
5.623,100.0
5.623,100.0
5.623,99.3
5.623,98.8
5.623,97.9
5.639,97.1
5.639,95.2
5.639,94.6
5.639,92.1
5.639,90.7
5.639,89.2
5.639,86.6
5.639,84.8
5.639,80.8
5.639,79.7
5.639,75.3
5.654,72.9
5.67,21.3
5.67,17.9
5.67,9.1
5.67,5.6
5.67,-1.4
5.67,-3.4
5.67,-6.8
5.67,-13.8
5.686,-17.2
5.686,-26.0
5.686,-32.7
5.686,-34.5
5.686,-37.7
5.686,-44.1
5.686,-47.2
5.686,-52.0
5.686,-54.9
5.701,-60.6
5.701,-62.1
5.701,-62.1
5.701,-67.5
5.701,-70.0
5.701,-73.8
5.701,-76.1
5.701,-78.3
5.701,-82.5
5.701,-83.6
5.701,-87.2
5.717,-88.1
5.717,-93.2
5.717,-96.0
5.717,-96.6
5.717,-98.1
5.717,-98.5
5.717,-99.2
5.717,-99.9
5.717,-99.9
5.717,-99.9
5.733,-99.8
5.733,-99.2
5.733,-99.0
5.733,-97.7
5.733,-96.5
5.733,-95.4
5.733,-93.8
5.733,-93.1
5.733,-90.3
5.733,-89.5
5.733,-86.1
5.748,-78.2
5.748,-73.6
5.748,-72.3
5.748,-71.0
5.748,-65.9
5.748,-62.0
5.748,-58.9
5.748,-53.1
5.748,-47.0
5.764,-45.3
5.764,-39.0
5.764,-34.3
5.764,-30.6
5.764,-25.8
5.764,-23.9
5.764,-17.0
5.764,-15.1
5.764,-8.2
5.764,-3.2
5.779,5.8
5.779,7.7
5.779,14.7
5.779,16.6
5.779,23.4
5.779,28.3
5.779,32.0
5.779,36.8
5.779,38.6
5.795,44.9
5.795,52.7
5.795,56.9
5.795,60.1
5.795,64.0
5.795,69.2
5.795,72.0
5.795,75.4
5.795,79.8
5.795,81.0
5.811,84.9
5.811,84.9
5.811,85.9
5.811,89.2
5.811,90.1
5.811,92.9
5.811,94.7
5.811,95.8
5.811,97.2
5.811,97.6
5.811,98.9
5.826,99.8
5.826,100.0
5.826,100.0
5.826,99.7
5.826,98.9
5.826,98.6
5.826,97.2
5.826,96.7
5.826,95.3
5.826,94.0
5.842,89.2
5.842,88.4
5.842,84.9
5.842,81.0
5.842,78.6
5.842,75.4
5.842,74.1
5.842,69.2
5.842,67.8
5.842,62.5
5.857,55.3
5.857,51.0
5.857,44.9
5.857,43.2
5.857,41.4
5.857,34.9
5.857,30.2
5.857,26.4
5.857,21.5
5.873,14.6
5.857,55.3
5.857,51.0
5.857,44.9
5.857,43.2
5.857,41.4
5.857,34.9
5.857,30.2
5.857,26.4
5.857,21.5
5.873,14.6
5.873,12.7
5.873,10.8
5.873,3.8
5.873,-1.2
5.873,-5.1
5.873,-10.1
5.873,-17.1
5.873,-19.0
5.873,-25.8
5.889,-27.6
5.904,-73.6
5.904,-75.0
5.904,-79.4
5.904,-82.4
5.904,-84.5
5.904,-87.1
5.904,-90.3
5.904,-91.1
5.904,-93.8
5.904,-94.4
5.92,-97.0
5.92,-98.1
5.92,-99.2
5.92,-99.4
5.92,-99.9
5.92,-100.0
5.92,-99.9
5.92,-99.7
5.92,-98.1
5.92,-97.8
5.936,-95.5
5.936,-93.8
5.936,-92.4
5.936,-90.4
5.936,-87.2
5.936,-86.2
5.936,-82.5
5.936,-81.4
5.936,-77.1
5.936,-75.8
5.951,-66.0
5.951,-60.6
5.951,-59.0
5.951,-53.3
5.951,-51.6
5.951,-45.5
5.951,-40.9
5.951,-39.2
5.967,-32.6
5.967,-30.8
5.967,-30.8
5.967,-24.1
5.967,-22.2
5.967,-15.3
5.967,-10.3
5.967,-1.4
5.967,0.5
5.967,5.6
5.967,9.4
5.967,14.5
5.982,21.4
5.982,23.2
5.982,30.0
5.982,31.8
5.982,36.6
5.982,40.2
5.982,44.7
5.982,50.9
5.982,52.5
5.982,58.4
5.998,65.4
5.998,66.8
5.998,70.5
5.998,75.3
5.998,76.5
5.998,80.8
5.998,82.0
5.998,85.8
5.998,86.8
5.998,90.0
6.014,95.2
6.014,97.1
6.014,98.0
6.014,98.9
6.014,99.7
6.014,99.8
6.014,100.0
6.014,100.0
6.029,99.5
6.029,99.3
6.029,99.5
6.029,99.3
6.029,98.3
6.029,97.2
6.029,96.7
6.029,94.7
6.029,94.1
6.029,91.5
6.029,90.7
6.029,87.5
6.045,83.9
6.045,79.9
6.045,78.7
6.045,74.2
6.045,72.9
6.045,68.0
6.045,64.2
6.045,61.2
6.045,57.1
6.045,51.2
6.061,43.3
6.061,36.9
6.061,35.1
6.061,28.5
6.061,26.6
6.061,19.8
6.061,17.9
6.061,12.9
6.061,6.0
6.061,4.0
6.076,-4.9
6.076,-11.9
6.076,-13.8
6.076,-20.7
6.076,-25.6
6.076,-27.5
6.076,-34.1
6.076,-35.9
6.076,-42.4
6.076,-44.1
6.092,-50.3
6.092,-54.6
6.092,-57.8
6.092,-61.8
6.092,-63.4
6.092,-68.6
6.092,-70.0
6.092,-74.8
6.092,-79.3
6.092,-83.3
6.092,-84.4
6.107,-87.9
6.107,-88.8
6.107,-91.8
6.107,-93.7
6.107,-94.4
6.107,-96.5
6.107,-97.0
6.107,-98.4
6.123,-98.8
6.123,-99.9
6.123,-99.3
6.123,-99.0
6.123,-98.7
6.123,-97.4
6.123,-96.1
6.123,-94.9
6.123,-93.2
6.139,-90.5
6.139,-89.6
6.139,-90.5
6.139,-89.6
6.139,-86.3
6.139,-85.3
6.139,-81.5
6.139,-77.2
6.139,-76.0
6.139,-71.2
6.139,-69.9
6.139,-64.7
6.154,-57.6
6.154,-53.4
6.154,-47.4
6.154,-45.7
6.154,-43.9
6.154,-37.6
6.154,-32.8
6.154,-29.1
6.154,-24.3
6.154,-17.4
6.17,-8.6
6.17,-6.6
6.17,-1.6
6.17,2.3
6.17,7.3
6.17,14.3
6.17,16.2
6.17,23.1
6.17,24.9
6.17,29.8
6.186,46.3
6.186,48.0
6.186,54.0
6.186,58.2
6.186,61.3
6.186,65.2
6.186,66.7
6.186,71.7
6.186,73.1
6.201,77.6
6.201,80.7
6.201,83.0
6.201,85.7
6.201,89.1
6.201,89.9
6.201,92.8
6.201,93.5
6.201,95.2
6.217,96.3
6.217,97.5
6.217,97.5
6.217,98.8
6.217,99.1
6.217,99.8
6.217,99.9
6.217,100.0
6.217,99.9
6.217,99.6
6.217,98.6
6.217,98.3
6.232,96.3
6.232,94.8
6.232,93.5
6.232,91.6
6.232,88.5
6.232,87.6
6.232,86.7
6.232,83.0
6.232,80.0
6.232,77.6
6.248,68.1
6.248,62.8
6.248,61.3
6.248,57.2
6.248,54.0
6.248,49.7
6.248,43.5
6.248,41.7
6.248,35.3
6.248,33.5
6.248,61.3
6.248,57.2
6.248,54.0
6.248,49.7
6.248,43.5
6.248,41.7
6.248,35.3
6.248,33.5
6.264,26.8
6.264,24.9
6.264,20.0
6.264,13.1
6.264,11.2
6.264,4.2
6.264,2.3
6.264,-6.6
6.264,-11.7
6.264,-13.6
6.264,-20.5
6.279,-22.4
6.295,-64.7
6.295,-68.5
6.295,-73.4
6.295,-74.7
6.295,-79.2
6.295,-80.3
6.295,-84.3
6.295,-85.3
6.295,-87.8
6.295,-91.0
6.311,-91.8
6.311,-94.3
6.311,-94.9
6.311,-96.9
6.311,-97.4
6.311,-99.4
6.311,-99.6
6.311,-100.0
6.311,-100.0
6.311,-99.8
6.326,-99.0
6.326,-97.8
6.326,-97.4
6.326,-95.6
6.326,-95.0
6.326,-92.6
6.326,-91.8
6.326,-88.8
6.326,-86.4
6.326,-85.4
6.342,-76.1
6.342,-74.8
6.342,-70.0
6.342,-66.3
6.342,-63.4
6.342,-59.4
6.342,-57.8
6.342,-51.9
6.342,-50.3
6.342,-44.1
6.357,-39.5
6.357,-31.2
6.357,-29.3
6.357,-22.6
6.357,-20.7
6.357,-15.7
6.357,-8.8
6.357,-6.8
6.357,0.2
6.373,2.1
6.373,9.1
6.373,11.0
6.373,16.0
6.373,22.9
6.373,24.8
6.373,31.5
6.373,33.3
6.373,39.8
6.373,41.6
6.389,47.8
6.373,11.0
6.373,16.0
6.373,22.9
6.373,24.8
6.373,31.5
6.373,33.3
6.373,39.8
6.373,41.6
6.389,47.8
6.389,52.2
6.389,53.8
6.389,59.6
6.389,61.2
6.389,66.5
6.389,68.0
6.389,72.9
6.389,76.3
6.389,78.7
6.389,82.9
6.404,85.6
6.42,99.9
6.42,99.4
6.42,99.1
6.42,98.0
6.42,96.8
6.42,95.8
6.42,94.2
6.42,93.5
6.42,90.8
6.42,90.0
6.435,86.8
6.435,84.1
6.435,82.0
6.435,79.0
6.435,74.5
6.435,71.8
6.435,68.2
6.435,63.0
6.435,61.4
6.435,55.8
6.451,48.2
6.451,46.4
6.451,40.2
6.451,35.5
6.451,33.6
6.451,27.0
6.451,25.1
6.451,18.3
6.467,16.4
6.467,9.4
6.467,9.4
6.467,4.4
6.467,2.5
6.467,-4.5
6.467,-6.5
6.467,-13.4
6.467,-15.3
6.467,-22.2
6.467,-27.1
6.467,-30.8
6.482,-35.6
6.482,-37.4
6.482,-43.8
6.482,-45.5
6.482,-55.9
6.482,-57.5
6.482,-63.1
6.482,-64.6
6.482,-69.7
6.482,-71.1
6.498,-79.0
6.498,-80.2
6.498,-84.2
6.498,-85.2
6.498,-88.7
6.498,-89.6
6.498,-92.4
6.498,-94.2
6.498,-95.5
6.498,-96.9
6.514,-98.7
6.514,-99.0
6.514,-99.7
6.514,-100.0
6.514,-100.0
6.514,-99.8
6.514,-99.1
6.514,-98.8
6.514,-97.4
6.529,-97.0
6.529,-97.0
6.529,-95.6
6.529,-92.6
6.529,-91.9
6.529,-88.9
6.529,-88.0
6.529,-84.5
6.529,-81.7
6.529,-79.4
6.529,-76.2
6.529,-91.9
6.529,-88.9
6.529,-88.0
6.529,-84.5
6.529,-81.7
6.529,-79.4
6.529,-76.2
6.529,-71.5
6.545,-70.1
6.545,-68.7
6.545,-63.5
6.545,-59.5
6.545,-56.4
6.545,-52.1
6.545,-46.0
6.545,-44.3
6.545,-37.9
6.545,-36.1
6.56,-31.3
6.56,-27.6
6.56,-15.9
6.56,-14.0
6.56,-7.0
6.56,-5.1
6.56,1.9
6.56,3.8
6.56,8.9
6.56,17.7
6.576,19.6
6.576,26.4
6.576,31.3
6.576,34.9
6.576,39.6
6.576,41.4
6.576,47.7
6.576,49.4
6.576,55.3
6.576,59.5
6.576,62.5
6.576,66.4
6.607,96.7
6.607,97.8
6.607,99.0
6.607,99.3
6.607,100.0
6.607,100.0
6.607,99.8
6.607,99.4
6.607,98.4
6.623,98.0
6.623,98.0
6.623,97.6
6.623,95.8
6.623,94.3
6.623,92.9
6.623,90.9
6.623,87.8
6.623,86.8
6.623,83.2
6.639,82.1
6.623,97.6
6.623,95.8
6.623,94.3
6.623,92.9
6.623,90.9
6.623,87.8
6.623,86.8
6.623,83.2
6.639,82.1
6.639,79.1
6.639,76.7
6.639,73.3
6.639,68.4
6.639,67.0
6.639,61.6
6.639,60.1
6.639,55.9
6.639,52.7
6.639,48.3
6.654,42.1
6.67,-15.2
6.67,-22.0
6.67,-23.9
6.67,-30.6
6.67,-32.5
6.67,-39.0
6.67,-43.6
6.67,-47.1
6.67,-51.5
6.685,-53.1
6.685,-58.9
6.685,-60.5
6.685,-65.9
6.685,-69.6
6.685,-72.3
6.685,-75.7
6.685,-80.1
6.685,-81.2
6.685,-85.1
6.701,-88.6
6.701,-89.5
6.701,-92.4
6.701,-93.1
6.701,-95.4
6.701,-96.0
6.701,-97.7
6.701,-98.7
6.701,-99.2
6.701,-99.7
6.717,-99.5
6.717,-98.8
6.717,-98.1
6.717,-97.0
6.717,-95.1
6.717,-94.5
6.717,-92.0
6.732,-91.2
6.732,-88.1
6.732,-87.2
6.732,-84.6
6.732,-80.7
6.732,-79.5
6.732,-75.1
6.732,-73.8
6.732,-68.9
6.732,-63.6
6.732,-58.1
6.748,-48.9
6.748,-44.4
6.748,-41.0
6.748,-36.3
6.748,-29.7
6.748,-27.8
6.748,-21.0
6.748,-19.2
6.748,-12.2
6.748,-10.3
6.764,-5.3
6.764,1.7
6.764,3.6
6.764,10.6
6.764,12.6
6.764,19.5
6.764,21.4
6.764,26.3
6.764,32.9
6.764,34.8
6.779,43.0
6.779,49.2
6.779,50.9
6.779,60.9
6.779,62.4
6.779,63.9
6.779,69.1
6.779,72.7
6.779,75.3
6.795,78.5
6.795,78.5
6.795,82.6
6.795,83.7
6.795,87.3
6.795,88.3
6.795,91.3
6.795,92.1
6.795,94.0
6.795,96.1
6.795,96.6
6.81,99.7
6.81,100.0
6.81,99.9
6.81,99.8
6.81,99.2
6.81,98.9
6.81,97.6
6.81,97.2
6.826,95.3
6.826,90.2
6.826,89.3
6.826,86.0
6.826,85.0
6.826,82.2
6.826,78.0
6.826,76.8
6.826,72.1
6.826,70.8
6.842,64.2
6.842,58.6
6.842,54.5
6.842,52.8
6.842,46.8
6.842,45.1
6.842,38.7
6.842,36.9
6.842,30.3
6.842,25.5
6.857,16.8
6.857,14.8
6.857,7.9
6.857,6.0
6.857,-1.0
6.857,-6.1
6.857,-8.0
6.857,-15.0
6.857,-16.9
6.873,-25.6
6.873,-30.5
6.873,-37.0
6.873,-38.8
6.873,-45.2
6.873,-46.9
6.873,-51.3
6.873,-54.6
6.873,-58.8
6.873,-64.3
6.888,-65.7
6.888,-70.8
6.888,-72.2
6.888,-76.9
6.888,-78.1
6.888,-82.3
6.888,-85.0
6.888,-86.0
6.888,-89.4
6.888,-90.2
6.888,-93.0
6.904,-97.2
6.904,-98.1
6.904,-98.9
6.904,-99.7
6.904,-99.8
6.904,-100.0
6.904,-99.7
6.904,-99.5
6.904,-98.5
6.92,-96.6
6.92,-96.1
6.92,-93.9
6.92,-92.1
6.92,-91.3
6.92,-88.2
6.92,-87.3
6.92,-83.6
6.92,-82.6
6.92,-78.4
6.935,-72.6
6.935,-69.0
6.935,-63.8
6.935,-62.3
6.935,-60.8
6.935,-55.1
6.935,-50.8
6.935,-47.4
6.935,-42.9
6.951,-36.5
6.951,-28.0
6.951,-26.1
6.951,-19.3
6.951,-12.4
6.951,-10.5
6.951,-3.5
6.951,-1.6
6.951,5.4
6.967,10.4
6.967,14.3
6.967,14.3
6.967,19.3
6.967,21.2
6.967,28.0
6.967,29.8
6.967,36.4
6.967,41.1
6.967,44.6
6.967,49.0
6.982,55.0
6.982,55.0
6.982,56.6
6.982,58.2
6.982,63.7
6.982,67.6
6.982,70.4
6.982,73.9
6.982,78.4
6.982,79.6
6.982,83.6
6.982,58.2
6.982,63.7
6.982,67.6
6.982,70.4
6.982,73.9
6.982,78.4
6.982,79.6
6.982,83.6
6.982,84.7
6.998,87.2
6.998,89.1
6.998,92.0
6.998,94.5
6.998,95.2
6.998,97.1
6.998,98.2
6.998,98.8
6.998,99.5
6.998,100.0
6.998,100.0
7.029,82.3
7.029,81.2
7.029,76.9
7.029,75.6
7.029,70.9
7.029,69.5
7.029,65.8
7.029,58.8
7.045,57.2
7.045,51.4
7.029,75.6
7.029,70.9
7.029,69.5
7.029,65.8
7.029,58.8
7.045,57.2
7.045,51.4
7.045,47.0
7.045,43.5
7.045,38.9
7.045,37.1
7.045,30.5
7.045,28.7
7.045,21.9
7.045,16.9
7.045,13.1
7.06,8.1
7.06,1.1
7.06,-0.8
7.06,-2.8
7.06,1.1
7.06,-0.8
7.06,-2.8
7.06,-9.8
7.06,-14.8
7.06,-18.6
7.06,-23.5
7.06,-30.3
7.06,-32.1
7.06,-33.9
7.076,-40.4
7.076,-45.0
7.076,-48.4
7.076,-52.8
7.076,-58.6
7.076,-60.2
7.076,-67.0
7.076,-70.7
7.076,-73.4
7.076,-76.7
7.092,-86.9
7.092,-89.3
7.092,-91.0
7.092,-93.0
7.092,-95.3
7.092,-95.9
7.107,-97.6
7.107,-98.0
7.107,-98.9
7.107,-99.4
7.107,-99.8
7.107,-100.0
7.107,-100.0
7.107,-99.5
7.107,-99.3
7.107,-98.2
7.107,-97.8
7.107,-96.1
7.123,-94.6
7.123,-94.0
7.123,-91.4
7.123,-90.6
7.123,-86.4
7.123,-83.8
7.123,-79.7
7.138,-78.6
7.138,-74.0
7.138,-72.7
7.138,-69.2
7.138,-66.3
7.138,-62.4
7.138,-56.8
7.138,-55.2
7.138,-49.2
7.138,-47.6
7.138,-41.3
7.138,-39.5
7.138,-34.8
7.138,-28.2
7.154,-26.3
7.17,36.2
7.17,42.6
7.17,44.4
7.17,48.9
7.17,52.2
7.17,56.4
7.17,62.1
7.17,63.6
7.17,68.8
7.185,75.0
7.185,76.3
7.185,79.5
7.185,83.5
7.185,84.6
7.185,88.1
7.185,89.0
7.185,92.0
7.185,92.7
7.201,95.1
7.201,97.0
7.201,98.5
7.201,98.8
7.201,99.6
7.201,99.8
7.201,100.0
7.201,99.8
7.201,99.0
7.201,98.7
7.217,97.3
7.217,95.4
7.217,93.1
7.217,92.4
7.217,89.5
7.217,88.6
7.217,85.2
7.217,84.1
7.217,80.1
7.232,77.0
7.232,75.8
7.232,77.0
7.232,75.8
7.232,71.0
7.232,69.6
7.232,64.5
7.232,63.0
7.232,57.4
7.232,53.2
7.232,49.8
7.232,45.4
7.248,35.5
7.248,28.8
7.248,24.0
7.248,20.2
7.248,15.2
7.248,6.3
7.248,4.4
7.248,-0.6
7.248,-7.6
7.248,-9.6
7.263,-18.4
7.263,-25.2
7.263,-27.1
7.263,-31.9
7.263,-38.5
7.263,-40.3
7.263,-46.6
7.263,-48.3
7.263,-54.3
7.279,-55.9
7.279,-65.4
7.279,-66.9
7.279,-71.9
7.279,-73.3
7.279,-77.8
7.279,-79.0
7.279,-83.1
7.279,-85.8
7.295,-87.8
7.295,-90.1
7.295,-92.9
7.295,-94.2
7.295,-95.8
7.295,-97.6
7.295,-98.0
7.295,-99.1
7.295,-99.4
7.295,-99.9
7.31,-100.0
7.31,-99.9
7.31,-99.5
7.31,-99.1
7.31,-98.2
7.31,-97.9
7.31,-96.2
7.31,-95.6
7.31,-93.4
7.31,-91.4
7.31,-89.8
7.326,-83.9
7.326,-82.8
7.326,-81.7
7.326,-77.4
7.326,-74.2
7.326,-71.5
7.326,-67.9
7.326,-62.6
7.326,-61.1
7.326,-55.4
7.342,-49.4
7.342,-46.0
7.342,-41.5
7.342,-39.7
7.342,-33.2
7.342,-31.4
7.342,-24.6
7.342,-19.7
7.342,-15.9
7.342,-10.9
7.357,7.0
7.357,12.0
7.357,15.8
7.357,20.8
7.357,27.6
7.357,29.4
7.357,31.3
7.357,37.8
7.373,42.5
7.373,50.4
7.373,56.3
7.373,57.9
7.373,63.4
7.373,64.9
7.373,68.7
7.373,74.9
7.373,76.2
7.388,80.5
7.388,81.6
7.388,85.5
7.388,88.0
7.388,89.8
7.388,91.9
7.388,92.6
7.388,95.0
7.388,95.6
7.388,97.4
7.388,98.4
7.404,99.0
7.404,100.0
7.404,100.0
7.404,99.7
7.404,99.6
7.404,99.0
7.404,98.4
7.404,97.3
7.404,95.5
7.404,94.9
7.42,91.7
7.42,88.7
7.42,87.8
7.42,85.3
7.42,80.3
7.42,79.1
7.42,74.6
7.42,71.2
7.42,68.4
7.435,64.6
7.435,55.9
7.435,50.0
7.435,45.6
7.435,42.1
7.435,37.4
7.435,30.9
7.435,29.0
7.451,22.3
7.451,20.4
7.451,15.4
7.451,11.6
7.451,6.5
7.451,-0.5
7.451,-2.4
7.451,-9.4
7.451,-11.3
7.451,-16.3
7.466,-20.1
7.466,-25.0
7.466,-33.6
7.466,-41.9
7.466,-46.4
7.466,-49.8
7.466,-54.1
7.466,-55.7
7.466,-61.4
7.466,-62.9
7.482,-68.2
7.482,-71.8
7.482,-77.7
7.482,-81.9
7.482,-83.0
7.482,-86.7
7.482,-87.7
7.482,-90.8
7.482,-91.6
7.482,-93.5
7.498,-95.8
7.498,-98.0
7.498,-98.3
7.498,-99.4
7.498,-99.6
7.498,-100.0
7.498,-100.0
7.498,-99.8
7.498,-99.3
7.498,-99.1
7.513,-96.2
7.513,-94.1
7.513,-93.4
7.513,-90.7
7.513,-89.9
7.513,-86.6
7.513,-85.6
7.513,-82.9
7.513,-78.8
7.529,-77.6
7.513,-78.8
7.529,-77.6
7.529,-73.0
7.529,-71.6
7.529,-66.6
7.529,-65.1
7.529,-59.7
7.529,-55.5
7.529,-52.3
7.529,-47.9
7.545,-26.7
7.545,-22.9
7.545,-18.0
7.545,-11.1
7.545,-9.1
7.545,-2.2
7.545,4.8
7.545,6.8
7.56,13.7
7.56,15.6
7.56,22.5
7.56,24.4
7.56,29.3
7.56,35.9
7.56,37.7
7.56,44.0
7.56,45.8
7.56,51.9
7.56,53.5
7.576,59.3
7.576,64.8
7.576,70.0
7.576,71.3
7.576,76.0
7.576,77.3
7.576,81.5
7.576,84.4
7.576,86.4
7.576,88.8
7.592,93.3
7.592,95.6
7.592,97.4
7.592,98.7
7.592,99.0
7.592,99.8
7.592,99.9
7.592,100.0
7.607,99.8
7.607,98.7
7.607,98.4
7.607,96.9
7.607,96.4
7.607,94.3
7.607,92.5
7.607,91.0
7.607,88.8
7.607,87.9
7.623,84.3
7.623,83.3
7.623,79.2
7.623,76.0
7.623,73.4
7.623,69.9
7.623,64.8
7.623,63.3
7.623,61.8
7.638,56.1
7.638,51.8
7.623,79.2
7.623,76.0
7.623,73.4
7.623,69.9
7.623,64.8
7.623,63.3
7.623,61.8
7.638,56.1
7.638,51.8
7.638,48.5
7.638,42.3
7.638,35.8
7.638,34.0
7.638,27.4
7.638,22.4
7.638,20.6
7.638,13.7
7.638,11.8
7.654,4.8
7.654,2.8
7.67,-49.6
7.67,-55.6
7.67,-57.2
7.67,-62.8
7.67,-66.6
7.67,-69.5
7.67,-73.0
7.67,-78.8
7.67,-80.0
7.685,-87.6
7.685,-90.7
7.685,-91.5
7.685,-94.1
7.685,-94.8
7.685,-96.8
7.685,-97.9
7.685,-98.6
7.701,-99.3
7.701,-99.9
7.701,-100.0
7.701,-100.0
7.701,-99.8
7.701,-99.4
7.701,-98.8
7.701,-97.9
7.701,-96.3
7.701,-95.8
7.716,-93.5
7.716,-89.1
7.716,-86.7
