t,f
474.612,-1.0
474.614,2.0
474.617,6.0
474.619,12.0
474.622,16.0
474.625,20.0
474.628,21.0
474.63,20.0
474.633,20.0
474.635,21.0
474.638,26.0
474.64,27.0
474.643,26.0
474.645,29.0
474.647,29.0
474.65,32.0
474.652,33.0
474.655,32.0
474.657,33.0
474.66,35.0
474.662,37.0
474.665,48.0
474.668,52.0
474.671,47.0
474.673,50.0
474.676,52.0
474.678,54.0
474.681,61.0
474.683,59.0
474.686,55.0
474.688,58.0
474.691,58.0
474.693,60.0
474.696,61.0
474.698,63.0
474.701,68.0
474.703,67.0
474.706,68.0
474.708,69.0
474.711,73.0
474.714,71.0
474.716,74.0
474.719,78.0
474.721,84.0
474.724,86.0
474.726,88.0
474.729,91.0
474.731,92.0
474.734,92.0
474.736,93.0
474.739,96.0
474.741,108.0
474.744,112.0
474.746,103.0
474.749,112.0
474.752,101.0
474.755,101.0
474.757,101.0
474.76,100.0
474.762,104.0
474.765,89.0
474.767,83.0
474.769,76.0
474.772,73.0
474.774,75.0
474.777,66.0
474.779,66.0
474.782,62.0
474.784,56.0
474.787,50.0
474.789,45.0
474.792,38.0
474.795,33.0
474.798,30.0
474.8,27.0
474.803,22.0
474.805,18.0
474.808,13.0
474.81,9.0
474.813,6.0
474.815,3.0
474.818,2.0
474.82,7.0
474.823,0.0
474.825,-3.0
474.828,0.0
474.83,-4.0
474.832,-13.0
474.835,-16.0
474.838,-18.0
474.841,-20.0
474.843,-17.0
474.846,-23.0
474.848,-23.0
474.851,-21.0
474.853,-20.0
474.856,-19.0
474.858,-15.0
474.861,-18.0
474.863,-18.0
474.866,-21.0
474.868,-21.0
474.871,-24.0
474.873,-23.0
474.876,-23.0
474.878,-22.0
474.882,-18.0
474.884,-17.0
474.887,-16.0
474.889,-17.0
474.891,-17.0
474.894,-17.0
474.896,-16.0
474.899,-16.0
474.901,-15.0
474.904,-14.0
474.906,-13.0
474.909,-14.0
474.911,-17.0
474.914,-16.0
474.916,-15.0
474.919,-13.0
474.921,-12.0
474.925,-14.0
474.927,-7.0
474.93,-2.0
474.932,-2.0
474.935,3.0
474.937,0.0
474.94,8.0
474.942,6.0
474.945,10.0
474.947,8.0
474.95,7.0
474.952,5.0
474.954,8.0
474.957,12.0
474.959,11.0
474.962,16.0
474.964,15.0
474.968,15.0
474.97,14.0
474.973,13.0
474.975,11.0
474.978,15.0
474.98,16.0
474.983,9.0
474.985,13.0
474.988,3.0
474.99,0.0
474.993,-1.0
474.995,0.0
474.998,3.0
475.0,13.0
475.003,9.0
475.005,9.0
475.009,10.0
475.011,13.0
475.013,15.0
475.016,15.0
475.018,15.0
475.021,13.0
475.023,11.0
475.026,8.0
475.028,7.0
475.031,8.0
475.033,11.0
475.036,14.0
475.038,17.0
475.041,18.0
475.043,16.0
475.046,14.0
475.048,9.0
475.052,7.0
475.054,4.0
475.057,1.0
475.059,3.0
475.062,6.0
475.064,1.0
475.067,1.0
475.069,2.0
475.072,2.0
475.074,10.0
475.076,4.0
475.079,4.0
475.081,5.0
475.084,7.0
475.086,7.0
475.089,10.0
475.091,12.0
475.095,11.0
475.097,13.0
475.1,14.0
475.102,17.0
475.105,19.0
475.107,17.0
475.11,15.0
475.112,10.0
475.115,8.0
475.117,8.0
475.12,9.0
475.122,9.0
475.125,9.0
475.127,10.0
475.13,9.0
475.132,5.0
475.134,6.0
475.138,10.0
475.14,5.0
475.143,2.0
475.145,9.0
475.148,4.0
475.15,4.0
475.153,6.0
475.155,8.0
475.158,19.0
475.16,23.0
475.163,26.0
475.165,22.0
475.168,21.0
475.17,23.0
475.173,22.0
475.175,21.0
475.179,22.0
475.181,26.0
475.184,29.0
475.186,30.0
475.189,32.0
475.191,32.0
475.194,40.0
475.196,38.0
475.198,44.0
475.201,47.0
475.203,48.0
475.206,47.0
475.208,48.0
475.211,43.0
475.213,39.0
475.216,37.0
475.218,43.0
475.222,42.0
475.224,32.0
475.227,28.0
475.229,23.0
475.232,17.0
475.234,12.0
475.237,9.0
475.239,14.0
475.242,6.0
475.244,5.0
475.247,9.0
475.249,8.0
475.252,2.0
475.254,2.0
475.256,2.0
475.259,4.0
475.261,6.0
475.265,8.0
475.267,2.0
475.27,-2.0
475.272,-6.0
475.275,-9.0
475.277,-9.0
475.28,-10.0
475.282,-11.0
475.285,-8.0
475.287,-1.0
475.29,3.0
475.292,16.0
475.295,28.0
475.297,47.0
475.3,77.0
475.302,105.0
475.305,125.0
475.308,155.0
475.311,182.0
475.313,213.0
475.316,218.0
475.318,208.0
475.32,175.0
475.323,149.0
475.325,119.0
475.328,97.0
475.33,63.0
475.333,35.0
475.335,13.0
475.338,-7.0
475.34,-22.0
475.343,-36.0
475.345,-49.0
475.348,-59.0
475.351,-69.0
475.354,-73.0
475.356,-74.0
475.359,-74.0
475.361,-73.0
475.364,-68.0
475.366,-61.0
475.369,-56.0
475.371,-50.0
475.374,-44.0
475.376,-38.0
475.378,-33.0
475.381,-22.0
475.383,-24.0
475.386,-23.0
475.388,-16.0
475.392,-15.0
475.394,-12.0
475.397,-8.0
475.399,-2.0
475.402,3.0
475.404,7.0
475.407,17.0
475.409,14.0
475.412,15.0
475.414,20.0
475.417,24.0
475.419,28.0
475.422,31.0
475.424,34.0
475.427,35.0
475.429,38.0
475.432,40.0
475.435,37.0
475.438,38.0
475.44,37.0
475.442,42.0
475.445,42.0
475.447,43.0
475.45,44.0
475.452,42.0
475.455,42.0
475.457,50.0
475.46,46.0
475.462,49.0
475.465,61.0
475.467,61.0
475.47,59.0
475.472,61.0
475.475,62.0
475.478,64.0
475.481,75.0
475.483,69.0
475.486,71.0
475.488,74.0
475.491,77.0
475.493,79.0
475.496,80.0
475.498,86.0
475.5,90.0
475.503,91.0
475.505,93.0
475.508,91.0
475.51,91.0
475.513,92.0
475.515,93.0
475.518,94.0
475.521,94.0
475.524,93.0
475.526,93.0
475.529,92.0
475.531,90.0
475.534,89.0
475.536,96.0
475.539,88.0
475.541,96.0
475.544,85.0
475.546,82.0
475.549,87.0
475.551,82.0
475.554,70.0
475.556,66.0
475.559,64.0
475.561,72.0
475.564,64.0
475.567,59.0
475.569,56.0
475.572,50.0
475.574,45.0
475.577,39.0
475.579,32.0
475.582,26.0
475.584,22.0
475.587,13.0
475.589,6.0
475.592,1.0
475.594,-2.0
475.597,-4.0
475.599,-5.0
475.602,-9.0
475.604,-9.0
475.608,-9.0
475.61,-11.0
475.613,-16.0
475.615,-18.0
475.618,-14.0
475.62,-15.0
475.622,-22.0
475.625,-24.0
475.627,-18.0
475.63,-17.0
475.632,-22.0
475.635,-21.0
475.637,-20.0
475.64,-15.0
475.642,-19.0
475.645,-21.0
475.648,-20.0
475.651,-20.0
475.653,-19.0
475.656,-17.0
475.658,-15.0
475.661,-14.0
475.663,-14.0
475.666,-17.0
475.668,-20.0
475.671,-24.0
475.673,-24.0
475.676,-24.0
475.678,-22.0
475.681,-16.0
475.683,-14.0
475.685,-14.0
475.688,-13.0
475.691,-13.0
475.694,-15.0
475.696,-15.0
475.699,-14.0
475.701,-11.0
475.704,-12.0
475.706,-12.0
475.709,-7.0
475.711,-7.0
475.714,-12.0
475.716,-9.0
475.719,-6.0
475.721,-2.0
475.724,2.0
475.726,5.0
475.729,6.0
475.731,7.0
475.735,9.0
475.737,7.0
475.74,11.0
475.742,12.0
475.744,11.0
475.747,11.0
475.749,11.0
475.752,12.0
475.754,10.0
475.757,12.0
475.759,11.0
475.762,9.0
475.764,10.0
475.767,7.0
475.769,6.0
475.772,4.0
475.774,2.0
475.778,1.0
475.78,2.0
475.783,1.0
475.785,1.0
475.788,8.0
475.79,8.0
475.793,2.0
475.795,3.0
475.798,4.0
475.8,4.0
475.803,5.0
475.805,3.0
475.807,4.0
475.81,4.0
475.812,5.0
475.815,7.0
475.817,8.0
475.821,13.0
475.823,9.0
475.826,13.0
475.828,10.0
475.831,10.0
475.833,11.0
475.836,13.0
475.838,15.0
475.841,17.0
475.843,18.0
475.846,13.0
475.848,9.0
475.851,9.0
475.853,7.0
475.856,2.0
475.858,2.0
475.862,5.0
475.864,3.0
475.866,1.0
475.869,5.0
475.871,-4.0
475.874,-7.0
475.876,-4.0
475.879,-3.0
475.881,6.0
475.884,1.0
475.886,4.0
475.889,5.0
475.891,7.0
475.894,9.0
475.896,11.0
475.899,11.0
475.901,11.0
475.905,8.0
475.907,6.0
475.91,1.0
475.912,3.0
475.915,1.0
475.917,3.0
475.92,8.0
475.922,9.0
475.925,9.0
475.927,9.0
475.929,15.0
475.932,14.0
475.934,15.0
475.937,16.0
475.939,16.0
475.942,15.0
475.944,13.0
475.948,13.0
475.95,21.0
475.953,17.0
475.955,17.0
475.958,24.0
475.96,27.0
475.963,31.0
475.965,35.0
475.968,40.0
475.97,44.0
475.973,45.0
475.975,46.0
475.978,47.0
475.98,42.0
475.983,36.0
475.985,34.0
475.987,30.0
475.991,27.0
475.993,23.0
475.996,22.0
475.998,22.0
476.001,23.0
476.003,22.0
476.006,20.0
476.008,18.0
476.011,21.0
476.013,12.0
476.016,9.0
476.018,7.0
476.021,6.0
476.023,4.0
476.026,2.0
476.028,0.0
476.032,-3.0
476.034,-6.0
476.037,-5.0
476.039,0.0
476.042,3.0
476.044,5.0
476.047,6.0
476.049,3.0
476.051,-1.0
476.054,-5.0
476.056,-7.0
476.059,-7.0
476.061,-6.0
476.064,-2.0
476.066,5.0
476.069,16.0
476.071,28.0
476.075,46.0
476.077,64.0
476.08,89.0
476.082,120.0
476.085,145.0
476.087,172.0
476.09,190.0
476.092,194.0
476.095,186.0
476.097,171.0
476.1,149.0
476.102,123.0
476.105,95.0
476.107,70.0
476.109,46.0
476.112,31.0
476.114,4.0
476.118,-9.0
476.12,-23.0
476.123,-41.0
476.125,-51.0
476.128,-60.0
476.13,-67.0
476.133,-72.0
476.135,-74.0
476.138,-73.0
476.14,-73.0
476.143,-71.0
476.145,-71.0
476.148,-66.0
476.15,-62.0
476.153,-55.0
476.155,-48.0
476.158,-40.0
476.161,-32.0
476.164,-27.0
476.166,-22.0
476.169,-18.0
476.171,-14.0
476.173,-8.0
476.176,-3.0
476.178,1.0
476.181,1.0
476.183,0.0
476.186,-2.0
476.188,0.0
476.191,0.0
476.193,3.0
476.196,6.0
476.198,9.0
476.201,17.0
476.204,21.0
476.207,26.0
476.209,28.0
476.212,31.0
476.214,34.0
476.217,37.0
476.219,40.0
476.222,42.0
476.224,42.0
476.227,43.0
476.229,43.0
476.231,46.0
476.234,48.0
476.236,53.0
476.239,57.0
476.241,60.0
476.244,61.0
476.247,62.0
476.25,64.0
476.252,66.0
476.255,70.0
476.257,72.0
476.26,65.0
476.262,66.0
476.265,67.0
476.267,76.0
476.27,68.0
476.272,68.0
476.275,70.0
476.277,73.0
476.28,75.0
476.282,81.0
476.285,84.0
476.288,91.0
476.291,88.0
476.293,91.0
476.295,95.0
476.298,92.0
476.3,104.0
476.303,96.0
476.305,101.0
476.308,98.0
476.31,95.0
476.313,92.0
476.315,88.0
476.318,89.0
476.32,87.0
476.323,83.0
476.325,78.0
476.328,75.0
476.331,69.0
476.334,63.0
476.336,71.0
476.339,61.0
476.341,58.0
476.344,53.0
476.346,47.0
476.349,35.0
476.351,30.0
476.353,24.0
476.356,20.0
476.358,24.0
476.361,22.0
476.363,15.0
476.366,12.0
476.368,9.0
476.371,5.0
476.374,5.0
476.377,-4.0
476.379,-2.0
476.382,-6.0
476.384,-10.0
476.387,-15.0
476.389,-17.0
476.392,-19.0
476.394,-20.0
476.397,-18.0
476.399,-18.0
476.402,-15.0
476.404,-16.0
476.407,-15.0
476.409,-16.0
476.412,-14.0
476.414,-19.0
476.417,-12.0
476.42,-11.0
476.422,-12.0
476.425,-19.0
476.427,-23.0
476.43,-24.0
476.432,-26.0
476.435,-26.0
476.437,-26.0
476.44,-19.0
476.442,-19.0
476.445,-21.0
476.447,-20.0
476.45,-18.0
476.452,-17.0
476.455,-15.0
476.457,-14.0
476.461,-13.0
476.463,-12.0
476.466,-10.0
476.468,-11.0
476.471,-7.0
476.473,-7.0
476.475,-3.0
476.478,-2.0
476.48,3.0
476.483,0.0
476.485,0.0
476.488,2.0
476.49,-1.0
476.493,3.0
476.495,3.0
476.498,-2.0
476.5,0.0
476.504,4.0
476.506,6.0
476.509,6.0
476.511,4.0
476.514,7.0
476.516,8.0
476.519,9.0
476.521,16.0
476.524,16.0
476.526,13.0
476.529,13.0
476.531,14.0
476.534,15.0
476.536,15.0
476.538,15.0
476.541,14.0
476.544,18.0
476.547,11.0
476.549,11.0
476.552,10.0
476.554,11.0
476.557,10.0
476.559,12.0
476.562,13.0
476.564,13.0
476.567,15.0
476.569,12.0
476.572,10.0
476.574,9.0
476.577,8.0
476.579,17.0
476.582,11.0
476.584,10.0
476.588,16.0
476.59,14.0
476.593,6.0
476.595,6.0
476.597,7.0
476.6,15.0
476.602,15.0
476.605,11.0
476.607,11.0
476.61,11.0
476.612,10.0
476.615,11.0
476.617,10.0
476.62,6.0
476.622,9.0
476.625,6.0
476.627,9.0
476.631,5.0
476.633,7.0
476.636,7.0
476.638,8.0
476.641,9.0
476.643,9.0
476.646,8.0
476.648,7.0
476.651,6.0
476.653,5.0
476.656,4.0
476.658,4.0
476.66,6.0
476.663,8.0
476.665,16.0
476.668,9.0
476.67,8.0
476.674,7.0
476.676,8.0
476.679,10.0
476.681,12.0
476.684,15.0
476.686,17.0
476.689,15.0
476.691,13.0
476.694,13.0
476.696,13.0
476.699,9.0
476.701,12.0
476.704,12.0
476.706,9.0
476.709,11.0
476.711,7.0
476.715,9.0
476.717,12.0
476.719,11.0
476.722,13.0
476.724,16.0
476.727,18.0
476.729,15.0
476.732,15.0
476.734,18.0
476.737,30.0
476.739,34.0
476.742,28.0
476.744,28.0
476.747,28.0
476.749,24.0
476.752,31.0
476.754,24.0
476.758,26.0
476.76,29.0
476.763,32.0
476.765,40.0
476.768,40.0
476.77,37.0
476.773,36.0
476.775,34.0
476.778,32.0
476.78,32.0
476.782,29.0
476.785,30.0
476.787,28.0
476.79,28.0
476.792,28.0
476.795,27.0
476.797,25.0
476.801,24.0
476.803,24.0
476.806,21.0
476.808,21.0
476.811,20.0
476.813,26.0
476.816,25.0
476.818,25.0
476.821,25.0
476.823,24.0
476.826,23.0
476.828,22.0
476.831,23.0
476.833,18.0
476.836,16.0
476.838,18.0
476.84,15.0
476.844,10.0
476.846,3.0
476.849,-4.0
476.851,-9.0
476.854,-13.0
476.856,-13.0
476.859,-16.0
476.861,-14.0
476.864,-12.0
476.866,-5.0
476.869,4.0
476.871,16.0
476.874,32.0
476.876,57.0
476.879,83.0
476.881,114.0
476.884,146.0
476.887,178.0
476.89,202.0
476.892,204.0
476.895,199.0
476.897,185.0
476.9,174.0
476.902,146.0
476.904,106.0
476.907,77.0
476.909,51.0
476.912,36.0
476.914,9.0
476.917,-9.0
476.919,-25.0
476.922,-41.0
476.924,-57.0
476.928,-67.0
476.93,-79.0
476.933,-82.0
476.935,-82.0
476.938,-80.0
476.94,-76.0
476.943,-72.0
476.945,-68.0
476.948,-60.0
476.95,-52.0
476.953,-44.0
476.955,-38.0
476.958,-33.0
476.96,-29.0
476.962,-21.0
476.965,-15.0
476.967,-12.0
476.971,-10.0
476.973,-7.0
476.976,-4.0
476.978,0.0
476.981,10.0
476.983,6.0
476.986,8.0
476.988,9.0
476.991,10.0
476.993,12.0
476.996,14.0
476.998,16.0
477.001,20.0
477.003,23.0
477.006,26.0
477.008,31.0
477.011,25.0
477.014,32.0
477.017,34.0
477.019,36.0
477.022,38.0
477.024,38.0
477.026,39.0
477.029,44.0
477.031,44.0
477.034,47.0
477.036,49.0
477.039,56.0
477.041,60.0
477.044,61.0
477.046,66.0
477.049,65.0
477.051,59.0
477.054,60.0
477.057,65.0
477.06,69.0
477.062,82.0
477.065,83.0
477.067,73.0
477.07,72.0
477.072,71.0
477.075,72.0
477.077,84.0
477.08,84.0
477.082,86.0
477.084,89.0
477.087,92.0
477.089,96.0
477.092,93.0
477.094,94.0
477.097,92.0
477.1,94.0
477.103,94.0
477.105,96.0
477.108,102.0
477.11,95.0
477.113,97.0
477.115,95.0
477.118,88.0
477.12,87.0
477.123,85.0
477.125,81.0
477.128,78.0
477.13,80.0
477.133,70.0
477.135,67.0
477.138,63.0
477.14,68.0
477.144,63.0
477.146,50.0
477.148,44.0
477.151,38.0
477.153,33.0
477.156,31.0
477.158,33.0
477.161,23.0
477.163,18.0
477.166,13.0
477.168,8.0
477.171,6.0
477.173,0.0
477.176,-2.0
477.178,-5.0
477.181,-5.0
477.184,-8.0
477.187,-9.0
477.189,-12.0
477.192,-16.0
477.194,-20.0
477.197,-20.0
477.199,-19.0
477.202,-20.0
477.204,-23.0
477.206,-24.0
477.209,-26.0
477.211,-26.0
477.214,-19.0
477.216,-22.0
477.219,-19.0
477.221,-18.0
477.224,-18.0
477.227,-20.0
477.23,-19.0
477.232,-22.0
477.235,-25.0
477.237,-28.0
477.24,-31.0
477.242,-30.0
477.245,-30.0
477.247,-27.0
477.25,-28.0
477.252,-26.0
477.255,-24.0
477.257,-21.0
477.26,-20.0
477.262,-17.0
477.265,-18.0
477.267,-17.0
477.27,-17.0
477.273,-16.0
477.275,-11.0
477.278,-9.0
477.28,-7.0
477.283,-4.0
477.285,-2.0
477.288,0.0
477.29,2.0
477.293,3.0
477.295,2.0
477.298,7.0
477.3,5.0
477.303,2.0
477.305,0.0
477.308,-2.0
477.31,-3.0
477.314,-8.0
477.316,-6.0
477.319,-3.0
477.321,0.0
477.324,1.0
477.326,3.0
477.328,4.0
477.331,3.0
477.333,3.0
477.336,2.0
477.338,1.0
477.341,6.0
477.343,3.0
477.346,3.0
477.348,2.0
477.351,0.0
477.353,0.0
477.357,0.0
477.359,2.0
477.362,8.0
477.364,9.0
477.367,13.0
477.369,13.0
477.372,14.0
477.374,13.0
477.377,19.0
477.379,18.0
477.382,10.0
477.384,10.0
477.387,15.0
477.389,12.0
477.391,2.0
477.394,1.0
477.396,1.0
477.4,10.0
477.402,10.0
477.405,13.0
477.407,14.0
477.41,12.0
477.412,13.0
477.415,9.0
477.417,7.0
477.42,4.0
477.422,3.0
477.425,2.0
477.427,2.0
477.43,1.0
477.432,-1.0
477.435,-1.0
477.437,-1.0
477.441,-2.0
477.443,-2.0
477.446,-2.0
477.448,-3.0
477.45,-3.0
477.453,-3.0
477.455,-2.0
477.458,-1.0
477.46,0.0
477.463,0.0
477.465,0.0
477.468,-2.0
477.47,-1.0
477.473,3.0
477.475,6.0
477.478,8.0
477.48,10.0
477.484,10.0
477.486,9.0
477.489,9.0
477.491,9.0
477.494,10.0
477.496,9.0
477.499,10.0
477.501,15.0
477.504,15.0
477.506,16.0
477.509,12.0
477.511,9.0
477.513,6.0
477.516,6.0
477.518,7.0
477.521,9.0
477.523,5.0
477.527,10.0
477.529,9.0
477.532,9.0
477.534,9.0
477.537,11.0
477.539,14.0
477.542,11.0
477.544,15.0
477.547,18.0
477.549,20.0
477.552,20.0
477.554,20.0
477.557,25.0
477.559,30.0
477.562,29.0
477.564,33.0
477.568,36.0
477.57,41.0
477.572,44.0
477.575,44.0
477.577,50.0
477.58,41.0
477.582,40.0
477.585,35.0
477.587,34.0
477.59,29.0
477.592,28.0
477.595,30.0
477.597,31.0
477.6,32.0
477.602,27.0
477.605,22.0
477.607,24.0
477.611,14.0
477.613,11.0
477.616,8.0
477.618,5.0
477.621,3.0
477.623,2.0
477.626,1.0
477.628,0.0
477.631,-1.0
477.633,-5.0
477.635,-3.0
477.638,-2.0
477.64,0.0
477.643,2.0
477.645,6.0
477.648,-2.0
477.65,-2.0
477.654,-5.0
477.656,-8.0
477.659,-4.0
477.661,-8.0
477.664,-4.0
477.666,0.0
477.669,8.0
477.671,22.0
477.674,38.0
477.676,63.0
477.679,91.0
477.681,119.0
477.684,149.0
477.686,168.0
477.689,183.0
477.691,191.0
477.693,187.0
477.697,172.0
477.699,159.0
477.702,131.0
477.704,91.0
477.707,70.0
477.709,32.0
477.712,5.0
477.714,-15.0
477.717,-29.0
477.719,-40.0
477.722,-49.0
477.724,-57.0
477.727,-67.0
477.729,-73.0
477.732,-77.0
477.734,-79.0
477.737,-76.0
477.74,-69.0
477.743,-65.0
477.745,-54.0
477.748,-48.0
477.75,-45.0
477.753,-41.0
477.755,-38.0
477.757,-36.0
477.76,-28.0
477.762,-22.0
477.765,-15.0
477.767,-9.0
477.77,-6.0
477.772,-4.0
477.775,2.0
477.777,-4.0
477.78,-2.0
477.783,8.0
477.786,5.0
477.788,9.0
477.791,12.0
477.793,15.0
477.796,18.0
477.798,23.0
477.801,29.0
477.803,36.0
477.806,34.0
477.808,33.0
477.811,32.0
477.813,32.0
477.815,31.0
477.818,31.0
477.82,33.0
477.824,30.0
477.826,34.0
477.829,36.0
477.831,40.0
477.834,40.0
477.836,42.0
477.839,46.0
477.841,46.0
477.844,47.0
477.846,46.0
477.849,46.0
477.851,60.0
477.854,57.0
477.856,63.0
477.859,68.0
477.861,70.0
477.864,79.0
477.867,70.0
477.87,70.0
477.872,71.0
477.875,82.0
477.877,81.0
477.879,83.0
477.882,87.0
477.884,93.0
477.887,101.0
477.889,96.0
477.892,99.0
477.894,97.0
477.897,98.0
477.899,97.0
477.902,99.0
477.904,94.0
477.907,91.0
477.91,88.0
477.913,89.0
477.915,89.0
477.918,88.0
477.92,87.0
477.923,88.0
477.925,91.0
477.928,81.0
477.93,71.0
477.933,68.0
477.935,64.0
477.937,60.0
477.94,55.0
477.942,49.0
477.945,42.0
477.947,36.0
477.95,30.0
477.953,33.0
477.956,25.0
477.958,21.0
477.961,19.0
477.963,17.0
477.966,17.0
477.968,19.0
477.971,15.0
477.973,12.0
477.976,8.0
477.978,2.0
477.981,1.0
477.983,-7.0
477.986,-12.0
477.988,-18.0
477.991,-21.0
477.993,-21.0
477.997,-18.0
477.999,-18.0
478.001,-21.0
478.004,-25.0
478.006,-29.0
478.009,-32.0
478.011,-36.0
478.014,-30.0
478.016,-33.0
478.019,-30.0
478.021,-27.0
478.024,-20.0
478.026,-27.0
478.029,-29.0
478.031,-31.0
478.034,-29.0
478.036,-26.0
478.04,-18.0
478.042,-19.0
478.045,-15.0
478.047,-15.0
478.05,-16.0
478.052,-19.0
478.055,-23.0
478.057,-24.0
478.059,-23.0
478.062,-22.0
478.064,-22.0
478.067,-21.0
478.069,-20.0
478.072,-19.0
478.074,-19.0
478.077,-17.0
478.08,-14.0
478.083,-12.0
478.085,-10.0
478.088,-11.0
478.09,-13.0
478.093,-15.0
478.095,-14.0
478.098,-11.0
478.1,-8.0
478.103,-4.0
478.105,-1.0
478.108,-1.0
478.11,4.0
478.113,7.0
478.115,15.0
478.118,12.0
478.12,14.0
478.123,15.0
478.126,14.0
478.128,15.0
478.131,10.0
478.133,8.0
478.136,6.0
478.138,3.0
478.141,0.0
478.143,-1.0
478.146,-3.0
478.148,-5.0
478.151,-3.0
478.153,-4.0
478.156,-3.0
478.158,2.0
478.161,5.0
478.163,4.0
478.167,5.0
478.169,6.0
478.172,6.0
478.174,13.0
478.177,7.0
478.179,8.0
478.181,10.0
478.184,10.0
478.186,15.0
478.189,13.0
478.191,4.0
478.194,4.0
478.196,7.0
478.199,13.0
478.201,8.0
478.204,13.0
478.206,12.0
478.21,11.0
478.212,11.0
478.215,4.0
478.217,4.0
478.22,-2.0
478.222,0.0
478.225,2.0
478.227,3.0
478.23,1.0
478.232,1.0
478.235,2.0
478.237,2.0
478.24,6.0
478.242,2.0
478.244,3.0
478.247,3.0
478.249,3.0
478.253,3.0
478.255,1.0
478.258,7.0
478.26,7.0
478.263,8.0
478.265,8.0
478.268,15.0
478.27,7.0
478.273,7.0
478.275,9.0
478.278,11.0
478.28,10.0
478.283,10.0
478.285,9.0
478.288,7.0
478.29,6.0
478.294,8.0
478.296,2.0
478.299,4.0
478.301,6.0
478.303,6.0
478.306,7.0
478.308,8.0
478.311,7.0
478.313,11.0
478.316,9.0
478.318,8.0
478.321,11.0
478.323,11.0
478.326,7.0
478.328,7.0
478.331,8.0
478.333,10.0
478.337,18.0
478.339,19.0
478.342,12.0
478.344,16.0
478.347,20.0
478.349,22.0
478.352,28.0
478.354,20.0
478.357,17.0
478.359,16.0
478.362,18.0
478.364,20.0
478.366,21.0
478.369,22.0
478.371,24.0
478.374,22.0
478.376,21.0
478.38,21.0
478.382,23.0
478.385,24.0
478.387,25.0
478.39,30.0
478.392,32.0
478.395,33.0
478.397,35.0
478.4,36.0
478.402,41.0
478.405,35.0
478.407,31.0
478.41,29.0
478.412,28.0
478.415,28.0
478.417,27.0
478.42,32.0
478.423,31.0
478.425,31.0
478.428,29.0
478.43,26.0
478.433,27.0
478.435,19.0
478.438,16.0
478.44,15.0
478.443,16.0
478.445,9.0
478.448,12.0
478.45,9.0
478.453,6.0
478.455,3.0
478.458,3.0
478.46,2.0
478.464,-1.0
478.466,-7.0
478.469,-8.0
478.471,-11.0
478.474,-15.0
478.476,-15.0
478.479,-15.0
478.481,-14.0
478.484,-13.0
478.486,-3.0
478.488,4.0
478.491,7.0
478.493,20.0
478.496,43.0
478.498,68.0
478.501,92.0
478.503,124.0
478.507,155.0
478.509,181.0
478.512,199.0
478.514,204.0
478.517,204.0
478.519,178.0
478.522,155.0
478.524,119.0
478.527,87.0
478.529,62.0
478.532,37.0
478.534,15.0
478.537,0.0
478.539,-23.0
478.542,-42.0
478.544,-58.0
478.546,-73.0
478.55,-82.0
478.552,-89.0
478.555,-93.0
478.557,-91.0
478.56,-89.0
478.562,-83.0
478.565,-72.0
478.567,-65.0
478.57,-62.0
478.572,-56.0
478.575,-49.0
478.577,-42.0
478.58,-37.0
478.582,-26.0
478.585,-21.0
478.587,-15.0
478.59,-9.0
478.593,1.0
478.596,-1.0
478.598,3.0
478.601,6.0
478.603,9.0
478.606,15.0
478.608,13.0
478.61,23.0
478.613,26.0
478.615,28.0
478.618,33.0
478.62,32.0
478.623,30.0
478.625,27.0
478.628,25.0
478.63,24.0
478.633,25.0
478.636,28.0
478.639,31.0
478.641,32.0
478.644,33.0
478.646,44.0
478.649,39.0
478.651,41.0
478.654,44.0
478.656,46.0
478.659,49.0
478.661,48.0
478.664,49.0
478.666,62.0
478.668,55.0
478.671,56.0
478.673,59.0
478.676,65.0
478.679,68.0
478.682,73.0
478.684,76.0
478.687,82.0
478.689,75.0
478.692,79.0
478.694,78.0
478.697,80.0
478.699,80.0
478.702,82.0
478.704,83.0
478.707,84.0
478.709,85.0
478.712,86.0
478.714,89.0
478.717,92.0
478.72,95.0
478.723,96.0
478.725,95.0
478.728,93.0
478.73,88.0
478.732,89.0
478.735,88.0
478.737,87.0
478.74,86.0
478.742,85.0
478.745,79.0
478.747,79.0
478.75,77.0
478.752,75.0
478.755,77.0
478.757,77.0
478.76,75.0
478.763,70.0
478.766,63.0
478.768,54.0
478.771,45.0
478.773,39.0
478.776,32.0
478.778,28.0
478.781,22.0
478.783,15.0
478.786,10.0
478.788,3.0
478.79,-4.0
478.793,-9.0
478.795,-11.0
478.798,-13.0
478.8,-13.0
478.803,-14.0
478.806,-15.0
478.809,-17.0
478.811,-18.0
478.814,-18.0
478.816,-10.0
478.819,-14.0
478.821,-11.0
478.824,-9.0
478.826,-10.0
478.829,-13.0
478.831,-16.0
478.834,-19.0
478.836,-21.0
478.839,-22.0
478.841,-20.0
478.844,-19.0
478.846,-19.0
478.85,-21.0
478.852,-22.0
478.854,-23.0
478.857,-24.0
478.859,-24.0
478.862,-24.0
478.864,-24.0
478.867,-28.0
478.869,-28.0
478.872,-26.0
478.874,-26.0
478.877,-25.0
478.879,-23.0
478.882,-22.0
478.884,-16.0
478.887,-15.0
478.889,-20.0
478.893,-19.0
478.895,-16.0
478.898,-13.0
478.9,-5.0
