t,f 
292.33,5.0
292.332,5.0
292.335,6.0
292.337,7.0
292.34,7.0
292.342,8.0
292.345,10.0
292.347,10.0
292.35,11.0
292.353,12.0
292.355,14.0
292.358,21.0
292.36,15.0
292.363,16.0
292.365,16.0
292.368,17.0
292.37,18.0
292.373,26.0
292.375,28.0
292.378,20.0
292.38,26.0
292.383,28.0
292.385,30.0
292.388,36.0
292.39,33.0
292.393,36.0
292.396,38.0
292.399,39.0
292.401,38.0
292.404,40.0
292.406,32.0
292.409,32.0
292.411,35.0
292.413,34.0
292.416,35.0
292.418,37.0
292.421,39.0
292.423,41.0
292.426,43.0
292.428,41.0
292.431,38.0
292.433,48.0
292.436,42.0
292.439,44.0
292.442,46.0
292.444,56.0
292.447,58.0
292.449,52.0
292.452,53.0
292.454,55.0
292.457,65.0
292.459,58.0
292.462,62.0
292.464,65.0
292.467,69.0
292.469,71.0
292.472,73.0
292.474,71.0
292.476,69.0
292.48,68.0
292.482,70.0
292.485,60.0
292.487,60.0
292.49,58.0
292.492,55.0
292.495,52.0
292.497,48.0
292.5,44.0
292.502,39.0
292.505,35.0
292.507,31.0
292.51,33.0
292.512,25.0
292.515,21.0
292.517,18.0
292.52,15.0
292.523,12.0
292.526,9.0
292.528,8.0
292.531,5.0
292.533,3.0
292.535,0.0
292.538,-5.0
292.54,-7.0
292.543,-7.0
292.545,-7.0
292.548,-8.0
292.55,-7.0
292.553,-6.0
292.555,-6.0
292.558,-7.0
292.56,-8.0
292.563,-10.0
292.566,-14.0
292.569,-13.0
292.571,-14.0
292.574,-14.0
292.576,-14.0
292.579,-12.0
292.581,-10.0
292.584,-10.0
292.586,-8.0
292.589,-9.0
292.591,-4.0
292.594,-4.0
292.596,-10.0
292.598,-10.0
292.601,-10.0
292.603,-10.0
292.606,-9.0
292.609,-8.0
292.612,-7.0
292.614,-6.0
292.617,-5.0
292.619,-3.0
292.622,4.0
292.624,0.0
292.627,1.0
292.629,2.0
292.632,4.0
292.634,6.0
292.637,8.0
292.639,10.0
292.642,10.0
292.644,8.0
292.647,8.0
292.649,6.0
292.653,11.0
292.655,5.0
292.657,3.0
292.66,6.0
292.662,4.0
292.665,7.0
292.667,8.0
292.67,7.0
292.672,13.0
292.675,7.0
292.677,7.0
292.68,7.0
292.682,8.0
292.685,8.0
292.687,5.0
292.69,8.0
292.692,15.0
292.696,17.0
292.698,11.0
292.701,12.0
292.703,13.0
292.706,17.0
292.708,19.0
292.711,21.0
292.713,21.0
292.716,21.0
292.718,20.0
292.72,17.0
292.723,17.0
292.725,15.0
292.728,16.0
292.73,15.0
292.733,15.0
292.736,15.0
292.739,17.0
292.741,21.0
292.744,23.0
292.746,21.0
292.749,21.0
292.751,19.0
292.754,19.0
292.756,17.0
292.759,23.0
292.761,15.0
292.764,15.0
292.766,21.0
292.769,12.0
292.771,14.0
292.774,15.0
292.776,22.0
292.779,16.0
292.782,18.0
292.784,20.0
292.787,20.0
292.789,20.0
292.792,20.0
292.794,18.0
292.797,17.0
292.799,15.0
292.802,13.0
292.804,13.0
292.807,19.0
292.809,14.0
292.812,16.0
292.814,15.0
292.817,15.0
292.819,16.0
292.823,19.0
292.825,17.0
292.828,18.0
292.83,19.0
292.833,21.0
292.835,23.0
292.838,34.0
292.84,29.0
292.842,32.0
292.845,31.0
292.847,30.0
292.85,28.0
292.852,28.0
292.855,27.0
292.857,28.0
292.86,29.0
292.862,32.0
292.866,33.0
292.868,40.0
292.871,38.0
292.873,37.0
292.876,37.0
292.878,36.0
292.881,32.0
292.883,31.0
292.886,27.0
292.888,24.0
292.891,23.0
292.893,24.0
292.896,21.0
292.898,22.0
292.9,19.0
292.903,19.0
292.905,24.0
292.909,20.0
292.911,19.0
292.914,19.0
292.916,18.0
292.919,18.0
292.921,25.0
292.924,19.0
292.926,19.0
292.929,20.0
292.931,18.0
292.934,20.0
292.936,19.0
292.939,17.0
292.941,21.0
292.944,13.0
292.946,11.0
292.95,8.0
292.952,6.0
292.955,4.0
292.957,5.0
292.96,1.0
292.962,1.0
292.964,-2.0
292.967,-1.0
292.969,1.0
292.972,1.0
292.974,5.0
292.977,14.0
292.979,24.0
292.982,38.0
292.984,55.0
292.987,83.0
292.989,100.0
292.993,126.0
292.995,154.0
292.998,177.0
293.0,190.0
293.003,192.0
293.005,182.0
293.008,165.0
293.01,143.0
293.013,119.0
293.015,97.0
293.018,79.0
293.02,69.0
293.022,49.0
293.025,38.0
293.027,30.0
293.03,25.0
293.032,22.0
293.036,20.0
293.038,17.0
293.041,15.0
293.043,13.0
293.046,12.0
293.048,10.0
293.051,7.0
293.053,3.0
293.056,3.0
293.058,-2.0
293.061,-3.0
293.063,-5.0
293.066,-2.0
293.068,-5.0
293.071,-1.0
293.073,-5.0
293.076,-7.0
293.079,0.0
293.082,-6.0
293.084,-6.0
293.086,-5.0
293.089,-4.0
293.091,-5.0
293.094,-4.0
293.096,-2.0
293.099,-1.0
293.101,7.0
293.104,5.0
293.106,5.0
293.109,5.0
293.111,2.0
293.114,3.0
293.116,2.0
293.12,0.0
293.122,-3.0
293.125,-1.0
293.127,-1.0
293.13,-1.0
293.132,1.0
293.135,1.0
293.137,2.0
293.14,4.0
293.142,6.0
293.144,8.0
293.147,8.0
293.149,10.0
293.152,11.0
293.154,12.0
293.157,14.0
293.159,15.0
293.163,14.0
293.165,17.0
293.168,16.0
293.17,24.0
293.173,16.0
293.175,15.0
293.178,19.0
293.18,20.0
293.183,23.0
293.185,26.0
293.188,26.0
293.19,27.0
293.193,29.0
293.195,33.0
293.198,30.0
293.2,29.0
293.203,30.0
293.206,31.0
293.208,33.0
293.211,35.0
293.213,37.0
293.216,38.0
293.218,40.0
293.221,38.0
293.223,39.0
293.226,42.0
293.228,44.0
293.231,46.0
293.233,48.0
293.236,49.0
293.238,49.0
293.241,51.0
293.243,54.0
293.246,57.0
293.249,59.0
293.252,61.0
293.254,62.0
293.257,63.0
293.259,67.0
293.262,70.0
293.264,78.0
293.266,72.0
293.269,79.0
293.271,71.0
293.274,81.0
293.276,73.0
293.279,74.0
293.281,73.0
293.284,77.0
293.286,72.0
293.289,74.0
293.292,69.0
293.295,69.0
293.297,64.0
293.3,61.0
293.302,56.0
293.305,57.0
293.307,48.0
293.31,44.0
293.312,38.0
293.315,34.0
293.317,29.0
293.32,24.0
293.322,20.0
293.325,15.0
293.327,16.0
293.329,11.0
293.332,8.0
293.335,6.0
293.338,4.0
293.34,3.0
293.343,1.0
293.345,-1.0
293.348,-3.0
293.35,-7.0
293.353,-7.0
293.355,-8.0
293.358,-9.0
293.36,-11.0
293.363,-11.0
293.365,-14.0
293.368,-14.0
293.37,-15.0
293.373,-15.0
293.376,-14.0
293.379,-15.0
293.381,-14.0
293.384,-13.0
293.386,-7.0
293.388,-6.0
293.391,-4.0
293.393,-3.0
293.396,-1.0
293.398,-7.0
293.401,-1.0
293.403,-1.0
293.406,-2.0
293.408,-9.0
293.411,-9.0
293.413,-9.0
293.416,-9.0
293.419,-7.0
293.422,-1.0
293.424,-4.0
293.427,-2.0
293.429,-1.0
293.432,1.0
293.434,-4.0
293.437,0.0
293.439,0.0
293.442,0.0
293.444,0.0
293.447,2.0
293.449,4.0
293.451,3.0
293.454,4.0
293.456,5.0
293.459,3.0
293.462,3.0
293.465,7.0
293.467,8.0
293.47,10.0
293.472,11.0
293.475,5.0
293.477,5.0
293.48,6.0
293.482,6.0
293.485,7.0
293.487,6.0
293.49,17.0
293.492,10.0
293.495,11.0
293.497,13.0
293.5,14.0
293.502,15.0
293.506,18.0
293.508,20.0
293.51,22.0
293.513,22.0
293.515,20.0
293.518,19.0
293.52,17.0
293.523,14.0
293.525,11.0
293.528,12.0
293.53,11.0
293.533,14.0
293.535,13.0
293.538,15.0
293.54,12.0
293.543,18.0
293.545,15.0
293.549,13.0
293.551,12.0
293.554,12.0
293.556,19.0
293.559,12.0
293.561,13.0
293.564,13.0
293.566,12.0
293.569,12.0
293.571,12.0
293.573,11.0
293.576,19.0
293.578,15.0
293.581,20.0
293.583,16.0
293.586,19.0
293.588,19.0
293.592,19.0
293.594,15.0
293.597,18.0
293.599,17.0
293.602,15.0
293.604,16.0
293.607,16.0
293.609,19.0
293.612,24.0
293.614,24.0
293.617,22.0
293.619,23.0
293.622,23.0
293.624,19.0
293.627,20.0
293.629,17.0
293.632,15.0
293.635,21.0
293.637,14.0
293.64,14.0
293.642,14.0
293.645,21.0
293.647,15.0
293.65,14.0
293.652,19.0
293.655,21.0
293.657,24.0
293.66,27.0
293.662,31.0
293.665,29.0
293.667,29.0
293.67,29.0
293.672,28.0
293.676,28.0
293.678,25.0
293.681,29.0
293.683,31.0
293.686,34.0
293.688,38.0
293.691,36.0
293.693,39.0
293.695,39.0
293.698,40.0
293.7,40.0
293.703,41.0
293.705,39.0
293.708,33.0
293.71,29.0
293.713,27.0
293.715,33.0
293.719,23.0
293.721,23.0
293.724,22.0
293.726,21.0
293.729,21.0
293.731,17.0
293.734,19.0
293.736,19.0
293.739,18.0
293.741,19.0
293.744,16.0
293.746,16.0
293.749,15.0
293.751,15.0
293.753,18.0
293.756,13.0
293.758,15.0
293.762,14.0
293.764,16.0
293.767,16.0
293.769,17.0
293.772,18.0
293.774,16.0
293.777,11.0
293.779,8.0
293.782,9.0
293.784,4.0
293.787,1.0
293.789,0.0
293.792,2.0
293.794,5.0
293.797,9.0
293.799,16.0
293.803,27.0
293.805,42.0
293.808,61.0
293.81,84.0
293.813,107.0
293.815,139.0
293.817,165.0
293.82,186.0
293.822,194.0
293.825,192.0
293.827,180.0
293.83,160.0
293.832,137.0
293.835,112.0
293.837,90.0
293.84,74.0
293.842,61.0
293.846,49.0
293.848,35.0
293.851,30.0
293.853,24.0
293.856,17.0
293.858,16.0
293.861,14.0
293.863,12.0
293.866,15.0
293.868,15.0
293.871,14.0
293.873,6.0
293.875,12.0
293.878,4.0
293.88,9.0
293.883,10.0
293.885,4.0
293.889,3.0
293.891,9.0
293.894,3.0
293.896,1.0
293.899,2.0
293.901,1.0
293.904,2.0
293.906,3.0
293.909,3.0
293.911,7.0
293.914,8.0
293.916,6.0
293.919,7.0
293.921,7.0
293.924,8.0
293.926,8.0
293.929,7.0
293.932,7.0
293.935,11.0
293.937,10.0
293.939,9.0
293.942,9.0
293.944,9.0
293.947,10.0
293.949,10.0
293.952,16.0
293.954,17.0
293.957,11.0
293.959,13.0
293.962,21.0
293.964,13.0
293.967,13.0
293.969,13.0
293.972,13.0
293.975,14.0
293.978,21.0
293.98,16.0
293.983,22.0
293.985,21.0
293.988,23.0
293.99,24.0
293.993,26.0
293.995,26.0
293.997,28.0
294.0,28.0
294.002,32.0
294.005,33.0
294.007,34.0
294.01,36.0
294.012,35.0
294.016,37.0
294.018,41.0
294.021,41.0
294.023,40.0
294.026,41.0
294.028,42.0
294.031,50.0
294.033,42.0
294.036,43.0
294.038,45.0
294.041,47.0
294.043,59.0
294.046,51.0
294.048,52.0
294.051,52.0
294.053,54.0
294.056,56.0
294.059,59.0
294.061,58.0
294.064,64.0
294.066,66.0
294.069,62.0
294.071,69.0
294.074,68.0
294.076,67.0
294.079,69.0
294.081,71.0
294.084,72.0
294.086,72.0
294.089,76.0
294.091,75.0
294.094,76.0
294.096,78.0
294.099,81.0
294.102,78.0
294.105,78.0
294.107,76.0
294.11,73.0
294.112,85.0
294.115,75.0
294.117,73.0
294.119,69.0
294.122,66.0
294.124,72.0
294.127,58.0
294.129,54.0
294.132,51.0
294.134,48.0
294.137,48.0
294.139,47.0
294.142,42.0
294.145,39.0
294.148,31.0
294.15,27.0
294.153,17.0
294.155,16.0
294.158,11.0
294.16,13.0
294.163,5.0
294.165,4.0
294.168,1.0
294.17,-1.0
294.173,-3.0
294.175,-3.0
294.178,-5.0
294.18,-6.0
294.182,-5.0
294.185,-5.0
294.188,1.0
294.191,-6.0
294.193,-6.0
294.196,-5.0
294.198,-5.0
294.201,-4.0
294.203,4.0
294.206,-2.0
294.208,-3.0
294.211,-3.0
294.213,-2.0
294.216,-2.0
294.218,1.0
294.221,2.0
294.223,3.0
294.226,4.0
294.228,7.0
294.232,2.0
294.234,8.0
294.237,7.0
294.239,7.0
294.241,9.0
294.244,8.0
294.246,6.0
294.249,5.0
294.251,4.0
294.254,4.0
294.256,4.0
294.259,5.0
294.261,6.0
294.264,8.0
294.266,8.0
294.269,8.0
294.272,8.0
294.275,8.0
294.277,9.0
294.28,10.0
294.282,12.0
294.285,19.0
294.287,20.0
294.29,14.0
294.292,15.0
294.295,16.0
294.297,19.0
294.3,20.0
294.302,21.0
294.304,22.0
294.307,22.0
294.309,21.0
294.312,24.0
294.315,17.0
294.318,22.0
294.32,21.0
294.323,21.0
294.325,19.0
294.328,17.0
294.33,18.0
294.333,17.0
294.335,15.0
294.338,16.0
294.34,17.0
294.343,18.0
294.345,25.0
294.348,19.0
294.35,18.0
294.353,25.0
294.355,24.0
294.359,16.0
294.361,24.0
294.363,24.0
294.366,23.0
294.368,13.0
294.371,15.0
294.373,16.0
294.376,18.0
294.378,19.0
294.381,20.0
294.383,20.0
294.386,19.0
294.388,17.0
294.391,20.0
294.393,13.0
294.396,21.0
294.398,15.0
294.402,19.0
294.404,18.0
294.407,17.0
294.409,16.0
294.412,16.0
294.414,17.0
294.417,17.0
294.419,16.0
294.422,16.0
294.424,17.0
294.426,24.0
294.429,25.0
294.431,18.0
294.434,18.0
294.436,18.0
294.439,17.0
294.441,16.0
294.445,16.0
294.447,13.0
294.45,15.0
294.452,18.0
294.455,18.0
294.457,19.0
294.46,19.0
294.462,16.0
294.465,20.0
294.467,14.0
294.47,20.0
294.472,19.0
294.475,19.0
294.477,20.0
294.48,19.0
294.482,21.0
294.484,21.0
294.488,19.0
294.49,17.0
294.493,16.0
294.495,18.0
294.498,21.0
294.5,20.0
294.503,18.0
294.505,29.0
294.508,22.0
294.51,23.0
294.513,23.0
294.515,24.0
294.518,26.0
294.52,27.0
294.523,36.0
294.525,28.0
294.529,29.0
294.531,27.0
294.534,29.0
294.536,29.0
294.539,31.0
294.541,33.0
294.544,36.0
294.546,39.0
294.548,40.0
294.551,40.0
294.553,44.0
294.556,36.0
294.558,38.0
294.561,35.0
294.563,33.0
294.566,32.0
294.568,31.0
294.572,29.0
294.574,26.0
294.577,26.0
294.579,28.0
294.582,24.0
294.584,20.0
294.587,19.0
294.589,24.0
294.592,23.0
294.594,16.0
294.597,15.0
294.599,14.0
294.602,13.0
294.604,20.0
294.606,11.0
294.609,11.0
294.611,10.0
294.615,13.0
294.617,13.0
294.62,14.0
294.622,14.0
294.625,15.0
294.627,17.0
294.63,16.0
294.632,17.0
294.635,20.0
294.637,11.0
294.64,11.0
294.642,6.0
294.645,3.0
294.647,2.0
294.65,2.0
294.652,7.0
294.656,11.0
294.658,15.0
294.661,30.0
294.663,43.0
294.666,53.0
294.668,72.0
294.67,95.0
294.673,120.0
294.675,146.0
294.678,163.0
294.68,177.0
294.683,178.0
294.685,169.0
294.688,164.0
294.69,130.0
294.693,108.0
294.695,91.0
294.699,78.0
294.701,56.0
294.704,48.0
294.706,32.0
294.709,28.0
294.711,19.0
294.714,14.0
294.716,11.0
294.719,6.0
294.721,6.0
294.724,2.0
294.726,2.0
294.728,-1.0
294.731,0.0
294.733,-3.0
294.736,-1.0
294.738,-1.0
294.742,-3.0
294.744,-4.0
294.747,-6.0
294.749,-4.0
294.752,-4.0
294.754,3.0
294.757,-4.0
294.759,-5.0
294.762,-6.0
294.764,-6.0
294.767,-5.0
294.769,-5.0
294.772,1.0
294.774,-3.0
294.777,-1.0
294.779,1.0
294.782,3.0
294.785,5.0
294.788,6.0
294.79,8.0
294.792,8.0
294.795,7.0
294.797,8.0
294.8,9.0
294.802,7.0
294.805,7.0
294.807,8.0
294.81,11.0
294.812,12.0
294.815,14.0
294.817,13.0
294.82,14.0
294.822,13.0
294.825,13.0
294.828,13.0
294.831,21.0
294.833,14.0
294.836,15.0
294.838,16.0
294.841,24.0
294.843,18.0
294.846,19.0
294.848,19.0
294.85,21.0
294.853,23.0
294.855,25.0
294.858,27.0
294.86,27.0
294.863,28.0
294.865,33.0
294.868,29.0
294.871,36.0
294.874,32.0
294.876,34.0
294.879,34.0
294.881,35.0
294.884,35.0
294.886,36.0
294.889,37.0
294.891,38.0
294.894,44.0
294.896,42.0
294.899,43.0
294.901,44.0
294.904,44.0
294.906,46.0
294.909,55.0
294.912,48.0
294.914,49.0
294.917,50.0
294.919,50.0
294.922,52.0
294.924,53.0
294.927,55.0
294.929,58.0
294.932,60.0
294.934,63.0
294.937,64.0
294.939,68.0
294.942,70.0
294.944,71.0
294.947,71.0
294.949,70.0
294.952,72.0
294.955,73.0
294.958,72.0
294.96,75.0
294.963,74.0
294.965,73.0
294.968,73.0
294.97,73.0
294.972,71.0
294.975,74.0
294.977,68.0
294.98,63.0
294.982,60.0
294.985,56.0
294.987,52.0
294.99,57.0
294.992,53.0
294.995,41.0
294.998,37.0
295.001,34.0
295.003,39.0
295.006,27.0
295.008,23.0
295.011,20.0
295.013,17.0
295.016,13.0
295.018,10.0
295.021,7.0
295.023,5.0
295.026,2.0
295.028,0.0
295.031,-3.0
295.033,-4.0
295.035,-8.0
295.038,-9.0
295.041,-8.0
295.044,-10.0
295.046,-10.0
295.049,-9.0
295.051,-8.0
295.054,-7.0
295.056,-7.0
295.059,-8.0
295.061,-2.0
295.064,-8.0
295.066,-8.0
295.069,-9.0
295.071,-9.0
295.074,-9.0
295.076,-9.0
295.079,-9.0
295.081,-9.0
295.085,-9.0
295.087,-8.0
295.09,-6.0
295.092,-5.0
295.094,-4.0
295.097,-2.0
295.099,-5.0
295.102,-3.0
295.104,-4.0
295.107,-3.0
295.109,-6.0
295.112,-4.0
295.114,-5.0
295.117,-3.0
295.119,-1.0
295.122,0.0
295.124,1.0
295.128,3.0
295.13,3.0
295.133,5.0
295.135,7.0
295.138,4.0
295.14,11.0
295.143,13.0
295.145,9.0
295.148,10.0
295.15,10.0
295.153,10.0
295.155,10.0
295.157,9.0
295.16,17.0
295.162,11.0
295.165,11.0
295.168,16.0
295.171,17.0
295.173,21.0
295.176,26.0
295.178,23.0
295.181,22.0
295.183,21.0
295.186,21.0
295.188,19.0
295.191,22.0
295.193,14.0
295.196,15.0
295.198,15.0
295.201,18.0
295.203,17.0
295.206,16.0
295.208,15.0
295.212,15.0
295.214,14.0
295.216,12.0
295.219,12.0
295.221,11.0
295.224,21.0
295.226,14.0
295.229,14.0
295.231,21.0
295.234,14.0
295.236,14.0
295.239,13.0
295.241,13.0
295.244,13.0
295.246,13.0
295.249,16.0
295.251,19.0
295.255,22.0
295.257,23.0
295.26,24.0
295.262,23.0
295.265,23.0
295.267,22.0
295.27,19.0
295.272,18.0
295.275,15.0
295.277,19.0
295.279,18.0
295.282,18.0
295.284,20.0
295.287,18.0
295.289,19.0
295.292,20.0
295.294,21.0
295.298,18.0
295.3,14.0
295.303,23.0
295.305,15.0
295.308,15.0
295.31,14.0
295.313,22.0
295.315,16.0
295.318,17.0
295.32,18.0
295.323,19.0
295.325,18.0
295.328,17.0
295.33,18.0
295.333,21.0
295.335,21.0
295.337,22.0
295.341,20.0
295.343,23.0
295.346,22.0
295.348,20.0
295.351,20.0
295.353,18.0
295.356,19.0
295.358,21.0
295.361,21.0
295.363,23.0
295.366,19.0
295.368,18.0
295.371,18.0
295.373,19.0
295.376,17.0
295.378,17.0
295.382,18.0
295.384,16.0
295.387,18.0
295.389,17.0
295.392,16.0
295.394,16.0
295.397,24.0
295.399,18.0
295.401,18.0
295.404,18.0
295.406,19.0
295.409,19.0
295.411,21.0
295.414,21.0
295.416,26.0
295.419,24.0
295.421,26.0
295.425,26.0
295.427,28.0
295.43,27.0
295.432,29.0
295.435,30.0
295.437,31.0
295.44,34.0
295.442,33.0
295.445,35.0
295.447,36.0
295.45,32.0
295.452,32.0
295.455,32.0
295.457,31.0
295.459,31.0
295.462,39.0
295.464,33.0
295.468,33.0
295.47,33.0
295.473,40.0
295.475,33.0
295.478,33.0
295.48,31.0
295.483,30.0
295.485,29.0
295.488,28.0
295.49,28.0
295.493,29.0
295.495,29.0
295.498,29.0
295.5,32.0
295.503,26.0
295.505,28.0
295.508,26.0
295.511,22.0
295.514,22.0
295.516,21.0
295.519,19.0
295.521,17.0
295.523,17.0
295.526,19.0
295.528,17.0
295.531,16.0
295.533,15.0
295.536,14.0
295.538,19.0
295.541,13.0
295.543,12.0
295.546,10.0
295.548,11.0
295.552,10.0
295.554,9.0
295.557,8.0
295.559,5.0
295.562,6.0
295.564,6.0
295.567,13.0
295.569,8.0
295.572,13.0
295.574,20.0
295.577,30.0
295.579,43.0
295.581,58.0
295.584,71.0
295.586,94.0
295.589,122.0
295.591,143.0
295.595,165.0
295.597,180.0
295.6,182.0
295.602,171.0
295.605,157.0
295.607,141.0
295.61,122.0
295.612,101.0
295.615,90.0
295.617,68.0
295.62,62.0
295.622,50.0
295.625,40.0
295.627,33.0
295.63,19.0
295.632,14.0
295.635,11.0
295.638,9.0
295.641,15.0
295.643,14.0
295.645,7.0
295.648,6.0
295.65,11.0
295.653,5.0
295.655,7.0
295.658,7.0
295.66,7.0
295.663,9.0
295.665,6.0
295.668,5.0
295.67,5.0
295.673,2.0
295.675,2.0
295.678,1.0
295.681,4.0
295.684,5.0
295.686,3.0
295.689,3.0
295.691,6.0
295.694,7.0
295.696,6.0
295.699,5.0
295.701,6.0
295.703,7.0
295.706,8.0
295.708,8.0
295.711,9.0
295.713,10.0
295.716,11.0
295.718,11.0
295.721,9.0
295.724,11.0
295.727,11.0
295.729,13.0
295.732,14.0
295.734,13.0
295.737,16.0
295.739,18.0
295.742,20.0
295.744,19.0
295.747,23.0
295.749,19.0
295.752,26.0
295.754,19.0
295.757,22.0
295.759,21.0
295.762,24.0
295.764,23.0
295.767,24.0
295.77,25.0
295.772,29.0
295.775,26.0
295.777,25.0
295.78,26.0
295.782,26.0
295.785,27.0
295.787,36.0
295.79,29.0
295.792,30.0
295.795,30.0
295.797,30.0
295.8,39.0
295.802,41.0
295.805,35.0
295.808,35.0
295.811,37.0
295.813,43.0
295.816,41.0
295.818,43.0
295.821,40.0
295.823,46.0
295.825,45.0
295.828,44.0
295.83,43.0
295.833,46.0
295.835,47.0
295.838,47.0
295.84,52.0
295.843,51.0
295.845,52.0
295.848,54.0
295.851,56.0
295.854,58.0
295.856,58.0
295.859,61.0
295.861,63.0
295.864,64.0
295.866,66.0
295.869,76.0
295.871,68.0
295.874,68.0
295.876,68.0
295.879,69.0
295.881,69.0
295.884,69.0
295.886,72.0
295.888,73.0
295.891,71.0
295.894,69.0
295.897,61.0
295.899,63.0
295.902,59.0
295.904,54.0
295.907,55.0
295.909,45.0
295.912,40.0
295.914,37.0
295.917,32.0
295.919,30.0
295.922,27.0
295.924,23.0
295.927,21.0
295.929,15.0
295.932,13.0
295.934,11.0
295.938,8.0
295.94,7.0
295.943,5.0
295.945,3.0
295.947,1.0
295.95,-1.0
295.952,-5.0
295.955,-4.0
295.957,-5.0
295.96,-4.0
295.962,-3.0
295.965,-6.0
295.967,-5.0
295.97,-2.0
295.972,-5.0
295.975,-4.0
295.977,-4.0
295.981,-2.0
295.983,-3.0
295.986,-3.0
295.988,-7.0
295.991,0.0
295.993,-7.0
295.996,-1.0
295.998,-5.0
296.001,-2.0
296.003,-3.0
296.006,-3.0
296.008,-3.0
296.01,-3.0
296.013,-3.0
296.015,-2.0
296.018,-2.0
296.02,-1.0
296.024,0.0
296.026,0.0
296.029,1.0
296.031,9.0
296.034,4.0
296.036,4.0
296.039,5.0
296.041,5.0
296.044,6.0
296.046,5.0
296.049,9.0
296.051,10.0
296.054,11.0
296.056,12.0
296.059,13.0
296.061,15.0
296.065,14.0
296.067,14.0
296.069,13.0
296.072,13.0
296.074,14.0
296.077,12.0
296.079,12.0
296.082,15.0
296.084,13.0
296.087,13.0
296.089,15.0
296.092,15.0
296.094,14.0
296.097,14.0
296.099,21.0
296.102,22.0
296.104,15.0
296.108,14.0
296.11,14.0
296.113,21.0
296.115,14.0
296.118,14.0
296.12,15.0
296.123,15.0
296.125,17.0
296.128,18.0
296.13,18.0
296.132,19.0
296.135,22.0
296.137,20.0
296.14,21.0
296.142,20.0
296.145,18.0
296.147,17.0
296.151,19.0
296.153,17.0
296.156,16.0
296.158,18.0
296.161,19.0
296.163,20.0
296.166,17.0
296.168,16.0
296.171,17.0
296.173,16.0
296.176,15.0
296.178,15.0
296.181,22.0
296.183,22.0
296.186,15.0
296.188,15.0
296.19,15.0
296.194,13.0
296.196,16.0
296.199,16.0
296.201,15.0
296.204,16.0
296.206,16.0
296.209,16.0
296.211,16.0
296.214,17.0
296.216,17.0
296.219,17.0
296.221,16.0
296.224,18.0
296.226,18.0
296.229,16.0
296.231,16.0
296.235,18.0
296.237,17.0
296.24,15.0
296.242,16.0
296.245,20.0
296.247,20.0
296.25,22.0
296.252,22.0
296.254,22.0
296.257,16.0
296.259,16.0
296.262,17.0
296.264,19.0
296.267,20.0
296.269,29.0
296.272,24.0
296.274,26.0
296.278,26.0
296.28,30.0
296.283,32.0
296.285,33.0
296.288,34.0
296.29,33.0
296.293,32.0
296.295,32.0
296.298,33.0
296.3,34.0
296.303,31.0
296.305,35.0
296.308,35.0
296.31,36.0
296.312,38.0
296.315,35.0
296.317,35.0
296.321,34.0
296.323,35.0
296.326,33.0
296.328,31.0
296.331,35.0
296.333,34.0
296.336,27.0
296.338,25.0
296.341,32.0
296.343,30.0
296.346,21.0
296.348,18.0
296.351,16.0
296.353,14.0
296.356,12.0
296.358,8.0
296.361,9.0
296.364,9.0
296.367,10.0
296.369,12.0
296.372,11.0
296.374,14.0
296.376,14.0
296.379,12.0
296.381,11.0
296.384,10.0
296.386,10.0
296.389,12.0
296.391,12.0
296.394,15.0
296.396,11.0
296.399,11.0
296.401,9.0
296.404,8.0
296.407,3.0
296.41,3.0
296.412,9.0
296.415,8.0
296.417,13.0
296.42,22.0
296.422,32.0
296.425,53.0
296.427,61.0
296.43,89.0
296.432,113.0
296.434,127.0
296.437,147.0
296.439,167.0
296.442,174.0
296.444,171.0
296.448,162.0
296.45,145.0
296.453,129.0
296.455,108.0
296.458,90.0
296.46,74.0
296.463,63.0
296.465,42.0
296.468,33.0
296.47,24.0
296.473,17.0
296.475,13.0
296.478,9.0
296.48,6.0
296.483,5.0
296.485,3.0
296.488,-1.0
296.491,-1.0
296.494,-4.0
296.496,-4.0
296.498,-4.0
296.501,-4.0
296.503,-4.0
296.506,2.0
296.508,-5.0
296.511,-5.0
296.513,-6.0
296.516,-6.0
296.518,-6.0
296.521,-7.0
296.523,-3.0
296.526,0.0
296.528,2.0
296.531,4.0
296.534,4.0
296.537,0.0
296.539,4.0
296.542,4.0
296.544,7.0
296.547,4.0
296.549,3.0
296.552,4.0
296.554,6.0
296.556,7.0
296.559,8.0
296.561,7.0
296.564,8.0
296.566,8.0
296.569,8.0
296.571,6.0
296.574,5.0
296.577,7.0
296.58,7.0
296.582,7.0
296.585,8.0
296.587,7.0
296.59,10.0
296.592,11.0
296.595,12.0
296.597,13.0
296.6,14.0
296.602,15.0
296.605,17.0
296.607,19.0
296.61,20.0
296.612,21.0
296.615,23.0
296.617,25.0
296.62,26.0
296.623,27.0
296.625,28.0
296.628,27.0
296.63,28.0
296.633,29.0
296.635,29.0
296.638,31.0
296.64,30.0
296.643,30.0
296.645,34.0
296.648,32.0
296.65,33.0
296.653,33.0
296.655,34.0
296.658,36.0
296.66,38.0
296.664,39.0
296.666,39.0
296.669,40.0
296.671,41.0
296.674,42.0
296.676,44.0
296.678,47.0
296.681,48.0
296.683,52.0
296.686,55.0
296.688,55.0
296.691,56.0
296.693,56.0
296.696,55.0
296.698,56.0
296.701,56.0
296.704,59.0
